N_unmapped	5776010	5776010	5776010
N_multimapping	577417	577417	577417
N_noFeature	3964189	8266932	8244938
N_ambiguous	535605	89194	90425
ENSMUSG00000102693.2	2	0	2
ENSMUSG00000064842.3	0	0	0
ENSMUSG00000051951.6	76	37	39
ENSMUSG00000102851.2	2	2	0
ENSMUSG00000103377.2	44	21	23
ENSMUSG00000104017.2	167	94	73
ENSMUSG00000103025.2	36	22	18
ENSMUSG00000089699.2	0	3	4
ENSMUSG00000103201.2	7	5	5
ENSMUSG00000103147.2	0	0	0
ENSMUSG00000103161.2	13	5	8
ENSMUSG00000102331.2	83	42	41
ENSMUSG00000102348.2	1	0	1
ENSMUSG00000102592.2	0	0	0
ENSMUSG00000088333.4	0	0	0
ENSMUSG00000102343.2	1	0	1
ENSMUSG00000025900.14	10	5	5
ENSMUSG00000102948.2	0	0	0
ENSMUSG00000104123.2	0	0	0
ENSMUSG00000025902.14	141	73	70
ENSMUSG00000104238.2	2	1	3
ENSMUSG00000102269.2	0	0	0
ENSMUSG00000118917.1	0	0	0
ENSMUSG00000103003.2	0	0	0
ENSMUSG00000104328.2	4	3	1
ENSMUSG00000102735.2	0	0	0
ENSMUSG00000098104.2	4	1	3
ENSMUSG00000102175.2	3	2	1
ENSMUSG00002075947.1	2	1	1
ENSMUSG00000103265.2	1	0	1
ENSMUSG00000103922.2	18	7	11
ENSMUSG00000033845.14	414	206	208
ENSMUSG00000102275.2	0	0	0
ENSMUSG00000120403.1	13	6	7
ENSMUSG00000025903.15	515	263	252
ENSMUSG00000104217.2	0	0	0
ENSMUSG00000033813.16	568	279	289
ENSMUSG00000062588.5	4	2	2
ENSMUSG00000103280.2	7	4	3
ENSMUSG00000002459.18	75	43	32
ENSMUSG00000091305.2	0	0	0
ENSMUSG00000102653.2	12	9	3
ENSMUSG00000085623.2	12	4	8
ENSMUSG00000091665.2	0	0	0
ENSMUSG00000033793.13	1597	781	816
ENSMUSG00000104352.2	0	0	0
ENSMUSG00000104046.2	1	0	1
ENSMUSG00000102907.2	4	2	2
ENSMUSG00000025905.15	4	2	2
ENSMUSG00000103936.2	0	0	0
ENSMUSG00002076544.1	0	0	0
ENSMUSG00000103519.2	2	1	1
ENSMUSG00000033774.5	2	2	0
ENSMUSG00000103090.2	0	0	0
ENSMUSG00000090031.4	73	102	117
ENSMUSG00000025907.15	1891	1056	981
ENSMUSG00000087247.4	0	0	0
ENSMUSG00000103355.2	5	3	2
ENSMUSG00000102706.2	0	0	0
ENSMUSG00000103845.2	25	9	16
ENSMUSG00000033740.18	1514	808	706
ENSMUSG00000103329.3	24	9	15
ENSMUSG00000104385.2	0	0	0
ENSMUSG00000102135.2	2	1	1
ENSMUSG00000103282.2	0	0	0
ENSMUSG00000102534.2	1	1	0
ENSMUSG00000102213.2	0	0	0
ENSMUSG00000103629.2	0	0	0
ENSMUSG00000120372.1	2	1	1
ENSMUSG00000051285.18	1871	928	943
ENSMUSG00000098201.2	1	0	1
ENSMUSG00000103509.2	7	2	5
ENSMUSG00000048538.8	8	3	5
ENSMUSG00000103709.2	0	0	0
ENSMUSG00000077244.3	0	0	0
ENSMUSG00000102768.2	0	0	0
ENSMUSG00000097797.7	8	4	4
ENSMUSG00000103498.2	0	0	0
ENSMUSG00000103067.2	0	0	0
ENSMUSG00000102320.2	0	0	0
ENSMUSG00000104226.2	4	2	2
ENSMUSG00000103903.2	3	3	0
ENSMUSG00000103557.2	0	0	0
ENSMUSG00000025909.17	99	37	62
ENSMUSG00000102647.2	0	0	0
ENSMUSG00000086235.2	0	0	0
ENSMUSG00000102253.2	2	2	0
ENSMUSG00002074990.1	0	0	0
ENSMUSG00000103884.2	10	5	5
ENSMUSG00000084353.2	0	0	0
ENSMUSG00000103933.2	4	1	3
ENSMUSG00002075967.1	6	2	4
ENSMUSG00000086195.2	2	0	2
ENSMUSG00000104504.2	0	0	0
ENSMUSG00000066693.3	1	1	0
ENSMUSG00000102316.2	2	1	1
ENSMUSG00000103819.2	0	0	0
ENSMUSG00000102871.2	8	6	2
ENSMUSG00000101571.3	0	0	0
ENSMUSG00000104428.2	0	0	0
ENSMUSG00000102272.2	0	0	0
ENSMUSG00000065625.3	1	1	0
ENSMUSG00000103411.2	1	1	0
ENSMUSG00000061024.9	276	142	134
ENSMUSG00000025911.15	88	73	51
ENSMUSG00000079671.10	8	30	20
ENSMUSG00000081441.4	0	0	0
ENSMUSG00000067879.4	41	20	27
ENSMUSG00000099827.2	0	0	0
ENSMUSG00000025912.17	58	26	32
ENSMUSG00000045210.9	474	268	292
ENSMUSG00000097893.10	0	49	37
ENSMUSG00000025915.15	196	89	107
ENSMUSG00000046334.5	0	0	0
ENSMUSG00002075801.1	1	0	1
ENSMUSG00000098234.9	125	91	77
ENSMUSG00000046101.17	27	32	38
ENSMUSG00000093178.3	0	0	0
ENSMUSG00000099032.3	1	1	0
ENSMUSG00000104025.2	0	0	0
ENSMUSG00000025916.11	2	2	0
ENSMUSG00000087199.2	0	0	1
ENSMUSG00000121270.1	2	2	1
ENSMUSG00000119658.1	0	0	0
ENSMUSG00000025917.10	420	220	205
ENSMUSG00000056763.17	652	341	316
ENSMUSG00000102356.2	0	0	0
ENSMUSG00000067851.12	633	321	312
ENSMUSG00002076532.1	4	1	3
ENSMUSG00000102556.2	17	11	6
ENSMUSG00000042501.13	5	2	3
ENSMUSG00000103810.2	2	1	1
ENSMUSG00000083422.2	3	2	1
ENSMUSG00000119312.1	0	0	0
ENSMUSG00000081417.2	0	0	0
ENSMUSG00000103448.2	5	2	3
ENSMUSG00000100212.2	0	0	0
ENSMUSG00000100648.2	0	0	0
ENSMUSG00002076499.1	0	0	0
ENSMUSG00000048960.14	611	330	281
ENSMUSG00000077318.3	0	0	0
ENSMUSG00000101827.2	2	1	1
ENSMUSG00000103494.2	0	0	0
ENSMUSG00000057715.14	44	23	21
ENSMUSG00000103825.2	3	3	0
ENSMUSG00000099845.2	0	0	0
ENSMUSG00000103561.2	2	0	2
ENSMUSG00000101610.2	4	2	2
ENSMUSG00000118923.1	0	0	0
ENSMUSG00000098555.3	0	0	0
ENSMUSG00000097628.2	1	1	0
ENSMUSG00000098163.2	0	0	0
ENSMUSG00000097171.2	0	0	0
